iter	Logloss
0	0.6590695239
1	0.6346468435
2	0.6080279667
3	0.5814239113
4	0.5561521914
5	0.5378993978
6	0.5229691755
7	0.4911895608
8	0.4647015937
9	0.4433178091
10	0.4304592097
11	0.4082377199
12	0.3958031225
13	0.3943904366
14	0.386633509
15	0.3812759187
16	0.3809116224
17	0.3794224448
18	0.3720988193
19	0.3643310343
20	0.3582232904
21	0.3541837088
22	0.3526312943
23	0.3431824983
24	0.3376527844
25	0.3301826307
26	0.3252623736
27	0.3182532905
28	0.3143541492
29	0.3121295377
30	0.3107570852
31	0.3093640474
32	0.3004438657
33	0.2959530344
34	0.2885311695
35	0.2884687287
36	0.2859222975
37	0.2830936733
38	0.2766949656
39	0.2728943883
40	0.2715062039
41	0.2660159839
42	0.2634783676
43	0.2629679216
44	0.2628465533
45	0.2614068309
46	0.2596084565
47	0.2592807418
48	0.2591756978
49	0.2591603823
50	0.259146569
51	0.2590812529
52	0.2585954784
53	0.2574147724
54	0.256987244
55	0.2540223215
56	0.2539292538
57	0.2536134499
58	0.2515233878
59	0.2493244303
60	0.2447275214
61	0.2430673275
62	0.2409994968
63	0.2400640011
64	0.2375914863
65	0.235233613
66	0.2351646588
67	0.2347173423
68	0.2326512869
69	0.2290046393
70	0.2274073059
71	0.2215472272
72	0.2197135824
73	0.2192431901
74	0.2156200816
75	0.2154705972
76	0.2154672982
77	0.2143077603
78	0.2110953548
79	0.2055327941
80	0.2048645417
81	0.2034916676
82	0.2032901651
83	0.2014226484
84	0.1997692659
85	0.1984364495
86	0.1975431729
87	0.1940802649
88	0.1940738417
89	0.1925729159
90	0.1914625662
91	0.1898190163
92	0.1877869978
93	0.1869153882
94	0.1840435556
95	0.1812594876
96	0.1783980017
97	0.1780264366
98	0.1758480921
99	0.1741924822
100	0.1741891726
101	0.1737121024
102	0.1721270658
103	0.1713716154
104	0.1709398596
105	0.167460539
106	0.1669737399
107	0.1650667485
108	0.1641413464
109	0.1636541728
110	0.1599686661
111	0.1598420809
112	0.1582290586
113	0.1566146068
114	0.1539137317
115	0.1514791029
116	0.1495724827
117	0.1462028241
118	0.1454351362
119	0.1438561754
120	0.1389031035
121	0.1374243482
122	0.136927675
123	0.1339964344
124	0.1330488059
125	0.1317208706
126	0.1305673918
127	0.1291990634
128	0.1270265157
129	0.1253182117
130	0.1222784536
131	0.1214278293
132	0.1200623483
133	0.1194531052
134	0.1154018005
135	0.1145835009
136	0.1137546317
137	0.1117416651
138	0.1094439918
139	0.1085120228
140	0.1081437757
141	0.1059067337
142	0.1037670288
143	0.1028728404
144	0.1025583306
145	0.1000333524
146	0.09938996676
147	0.0974755052
148	0.0962187265
149	0.09596878997
150	0.09448854661
151	0.09353654091
152	0.09148060861
153	0.09088915249
154	0.08947110262
155	0.08791619436
156	0.08710960066
157	0.08666970724
158	0.08632432689
159	0.08615270491
160	0.08577300309
161	0.08417579924
162	0.0838397486
163	0.08282533862
164	0.08180677494
165	0.08133569571
166	0.08072314531
167	0.07980704519
168	0.07939216385
169	0.07893662651
170	0.07862261754
171	0.07748897586
172	0.07665126709
173	0.07606885589
174	0.07506043252
175	0.07487796774
176	0.07441967075
177	0.07403473513
178	0.07114256008
179	0.07092698012
180	0.06986518439
181	0.06927263958
182	0.06877176662
183	0.06773581017
184	0.0673379937
185	0.06720471776
186	0.06688014819
187	0.0667465226
188	0.06645297412
189	0.06529843485
190	0.06517245207
191	0.06505052352
192	0.06383371755
193	0.06270004933
194	0.06190286523
195	0.06093132372
196	0.06035212502
197	0.05990748739
198	0.05886525622
199	0.05867503189
200	0.05860783102
201	0.05853811672
202	0.05788239384
203	0.05728288136
204	0.05709976725
205	0.05697539399
206	0.05682134206
207	0.05670524365
208	0.05656392862
209	0.05604344734
210	0.05599917479
211	0.0559619451
212	0.05587707308
213	0.05581415736
214	0.05531849356
215	0.05520290173
216	0.05483037751
217	0.05464360375
218	0.0538057454
219	0.05373843723
220	0.05327186972
221	0.0527782865
222	0.05255195172
223	0.05249804556
224	0.0523714189
225	0.05231027813
226	0.05220942355
227	0.05166794448
228	0.05156247588
229	0.05109472424
230	0.05061690806
231	0.04984904957
232	0.0496990522
233	0.04964918225
234	0.04916044685
235	0.04873089341
236	0.04868432757
237	0.04863976891
238	0.04822541779
239	0.04795302809
240	0.04755553765
241	0.04750850257
242	0.04724060894
243	0.04720494922
244	0.04656724999
245	0.04649763966
246	0.04646316376
247	0.04636110124
248	0.04623722441
249	0.04591152312
250	0.04582391331
251	0.04545341203
252	0.04524807963
253	0.04500859846
254	0.04440874677
255	0.04436172963
256	0.04407489319
257	0.04397443704
258	0.04393717555
259	0.04372018106
260	0.04337802108
261	0.04317438296
262	0.04313936686
263	0.04298440363
264	0.04291014668
265	0.04237189926
266	0.04233753734
267	0.04223489514
268	0.04214624759
269	0.04211470275
270	0.0418019002
271	0.04173820315
272	0.04170818685
273	0.0414651599
274	0.04110800333
275	0.0409754557
276	0.0404870738
277	0.04045591653
278	0.04022592718
279	0.03996096138
280	0.03907577259
281	0.03892223383
282	0.03880354233
283	0.03869299628
284	0.03846770645
285	0.03836437007
286	0.03785313223
287	0.03746659144
288	0.0373727097
289	0.03712151538
290	0.03670174557
291	0.0365672921
292	0.03642618454
293	0.03638039908
294	0.03625060614
295	0.03619973432
296	0.03605761732
297	0.03601968131
298	0.03561699625
299	0.0352376999
300	0.03506870472
301	0.03497150954
302	0.03492309016
303	0.0347674485
304	0.03474264337
305	0.03454056555
306	0.03449379562
307	0.03441806549
308	0.03422342739
309	0.03402100333
310	0.033636225
311	0.03264190389
312	0.0325826787
313	0.03240969573
314	0.03230381268
315	0.03207062725
316	0.03173763105
317	0.03087070032
318	0.03008307365
319	0.03002467418
320	0.02993482118
321	0.02991397252
322	0.02986849836
323	0.02985733174
324	0.02980187882
325	0.02974864983
326	0.02973000419
327	0.02948449562
328	0.02945925158
329	0.02932086385
330	0.02919254505
331	0.02896711472
332	0.02881290498
333	0.02866885479
334	0.02845939344
335	0.0283956064
336	0.02826111676
337	0.02806433257
338	0.0279140383
339	0.02789001011
340	0.02773652657
341	0.02756175849
342	0.02736333079
343	0.02689414232
344	0.02664573786
345	0.02640069887
346	0.02620659844
347	0.02602449143
348	0.0257990849
349	0.02572165004
350	0.02568299979
351	0.02560867497
352	0.02555819765
353	0.02550970741
354	0.02533432999
355	0.02518445003
356	0.02494658449
357	0.02491930476
358	0.02483565166
359	0.02475879966
360	0.02413299764
361	0.02400555987
362	0.02388618118
363	0.02386707144
364	0.02365373208
365	0.02349458826
366	0.02338348282
367	0.02331012764
368	0.02324003786
369	0.02317027403
370	0.02314160503
371	0.02300290522
372	0.0228291438
373	0.02271293176
374	0.02263778187
375	0.02261181011
376	0.02254767669
377	0.0223828132
378	0.02236782399
379	0.02222640605
380	0.02197268535
381	0.02181816398
382	0.0217325214
383	0.0216750758
384	0.02136316515
385	0.02126223499
386	0.02117383622
387	0.02112974524
388	0.02108419406
389	0.02102649628
390	0.02097113959
391	0.02091054995
392	0.0207939397
393	0.02076643671
394	0.02067289924
395	0.02060013875
396	0.02016232081
397	0.02007563715
398	0.02002571834
399	0.01997053658
